     phi1       Phi      phi2
0.08138  0.74500  6.27795
0.08471  0.74685  6.27371
0.08371  0.74563  6.27622
0.08233  0.75111  6.27561
0.08611  0.74515  6.27399
0.08462  0.74705  6.27469
0.08432  0.74726  6.27781
0.08772  0.74674  6.27153
0.08300  0.74610  6.27760
0.08371  0.74610  6.27294
0.08683  0.75164  6.27540
0.08590  0.74723  6.27573
0.08797  0.74798  6.27449
0.08347  0.75014  0.07147
0.08725  0.74498  0.07141
0.08805  0.74935  0.06622
0.19696  0.74592  6.08375
0.20112  0.74009  6.08448
0.20396  0.74276  6.07760
0.19783  0.74192  6.16497
0.20240  0.74461  6.16070
0.20257  0.74172  6.15805
0.20265  0.74685  6.16152
0.14092  0.79040  6.14037
0.14068  0.79103  6.12787
6.17827  0.79027  0.15004
6.19636  0.78882  0.14101
3.23912  0.79018  2.99622
3.22739  0.78876  3.00341
3.00237  0.79094  3.28567
3.00287  0.78931  3.27808
